,ObsNum,xvs,LABEGRD_ID,UTMX,UTMY,DistRoad,DistTrail,DistRoadTrail,VETH,THIS,NET,MINT,Train,PercentSlope,DegreeDays,Aspect,EvapoTransAve,EvapoTransDiff,MoistIndexAve,MoistIndexDiff,PrecipAve,PrecipDiff,RelHumidAve,RelHumidDiff,PotGlobRadAve,PotGlobRadDiff,AveTempAve,AveTempDiff,DayTempAve,DayTempDiff,MaxTempAve,MaxTempDiff,MinTempAve,MinTempDiff,VapPressDefAve,VapPressDefDiff,SatVapPressAve,SatVapPressDiff,AmbVapPressAve,AmbVapPressDiff,KBvege,Weed,Elevation,TransAspect
5369,4150,7,269294,629548,4629005,466,1077,466,1,0,0,0,1,0.45,32687,315,0.917473118,0.689042499,-18.38369176,-23.97843062,9.677867384,-2.906118792,17.05564516,-1.612442396,618.5068996,261.6505824,28.55170251,18.51540579,33.96362007,19.47884025,54.15017921,23.04205069,2.937007169,13.98311572,23.01102151,10.50558116,45.5874552,17.3265617,22.57643369,6.820980543,8,1,4120,0.146446643
5370,4175,7,270185,619618,4629065,211,1193,211,0,1,0,0,1,0.81,32730,60.94,0.914784946,0.686354327,-17.62885305,-24.33048515,10.35206093,-3.344194828,17.13996416,-1.626081669,615.189785,261.7732335,28.60026882,18.44927035,33.97401434,19.41818996,54.00295699,22.98461342,3.181182796,13.91365847,22.89121864,10.45369944,45.57634409,17.27426395,22.68512545,6.820564516,3,1,4069,0.257137365
5371,4208,7,271396,619288,4629125,121,1486,121,1,0,0,0,1,16.01,32596,115.82,0.939157706,0.672625448,-18.07240143,-24.08989375,10.65851255,-3.520270097,17.16980287,-1.626388889,649.30681,238.7385945,28.48315412,18.42764337,33.84327957,19.39147465,53.81523298,22.94976319,3.132168459,13.90274578,22.78243728,10.39972478,45.4483871,17.21204557,22.66594982,6.812320789,5,1,4249,0.717772656
5372,4209,7,271397,619318,4629125,91,1458,91,1,0,0,0,1,16.01,32596,115.82,0.939157706,0.672625448,-18.07240143,-24.08989375,10.65851255,-3.520270097,17.16980287,-1.626388889,649.30681,238.7385945,28.48315412,18.42764337,33.84327957,19.39147465,53.81523298,22.94976319,3.132168459,13.90274578,22.78243728,10.39972478,45.4483871,17.21204557,22.66594982,6.812320789,5,1,4187,0.717772656
5373,4213,7,271402,619468,4629125,59,1317,59,1,0,0,0,1,1.11,32699,90,0.912096774,0.683666155,-17.52374552,-24.25810292,10.37383513,-3.355145929,17.14811828,-1.631656426,616.6855735,260.0096582,28.58109319,18.44937916,33.95492832,19.41838838,53.97571685,22.98203405,3.173028674,13.9108807,22.87222222,10.4484319,45.55734767,17.26899642,22.68512545,6.820564516,3,1,4085,0.499999987
5374,4232,7,271562,624268,4629125,2200,179,179,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-18.03655914,-24.16229519,10.11102151,-3.176004864,17.09919355,-1.618106759,620.9082437,260.9885753,28.54327957,18.47712494,33.92786738,19.43806964,54.01935484,23.00140809,3.040053763,13.94719662,22.91845878,10.45954301,45.53835125,17.28032514,22.61989247,6.82078213,8,1,4120,0
5375,4235,7,271565,624358,4629125,2255,176,176,1,0,0,0,1,0.33,32656,315,0.917473118,0.689042499,-17.9531362,-24.24571813,10.11111111,-3.17609447,17.09910394,-1.615040963,619.1179212,261.4682028,28.5405914,18.47981311,33.93064516,19.43769201,54.03019713,22.99834229,3.037365591,13.94988479,22.92392473,10.46185356,45.5438172,17.28263569,22.61989247,6.82078213,8,1,4120,0.146446643
5376,4242,7,271701,628438,4629125,1429,93,93,1,0,0,0,1,0.79,32566,36.86,0.912007169,0.683576549,-17.98664875,-23.946851,9.9109319,-3.043894009,17.07195341,-1.612442396,616.1837814,262.2614951,28.47275986,18.49384921,33.87903226,19.45450589,54.0140681,23.01773554,2.928763441,13.96680748,22.94023298,10.47576165,45.50295699,17.28303251,22.56272401,6.807270865,8,1,4141,0.099948179
5377,4244,7,271739,629578,4629125,359,1132,359,1,0,0,0,1,0.11,32687,315,0.92016129,0.686354327,-18.48611111,-23.88952253,9.658781362,-2.900544035,17.05842294,-1.609664619,620.2890681,261.1707565,28.54892473,18.51262801,33.96084229,19.47606247,54.14740143,23.03927291,2.937007169,13.98311572,23.00824373,10.50280338,45.58467742,17.32378392,22.57643369,6.820980543,8,1,4120,0.146446643
5378,4245,7,271745,629758,4629125,251,1200,251,1,0,0,0,1,0,32687,0,0.92016129,0.686354327,-18.49955197,-23.87579365,9.645340502,-2.886815156,17.05842294,-1.609664619,620.8840502,261.0127688,28.54892473,18.51262801,33.96353047,19.4733743,54.15008961,23.03658474,2.937007169,13.98311572,23.0109319,10.50011521,45.58736559,17.32109575,22.57643369,6.820980543,8,1,4120,0
5379,4247,7,272005,619228,4629155,183,1526,183,1,0,0,0,1,27.03,32016,114.26,0.922849462,0.650761649,-16.38458781,-24.12473118,11.84632617,-4.221774194,17.27589606,-1.621338966,656.7301075,221.9658666,27.91989247,18.34748464,33.22016129,19.30586918,52.96344086,22.82645929,2.86281362,13.86573221,22.33064516,10.19302995,44.85501792,16.94832949,22.52437276,6.755299539,7,1,4401,0.705438974
5380,4250,7,272008,619318,4629155,93,1447,93,1,0,0,0,1,16.01,32596,115.82,0.939157706,0.672625448,-18.07240143,-24.08989375,10.65851255,-3.520270097,17.16980287,-1.626388889,649.30681,238.7385945,28.48315412,18.42764337,33.84327957,19.39147465,53.81523298,22.94976319,3.132168459,13.90274578,22.78243728,10.39972478,45.4483871,17.21204557,22.66594982,6.812320789,5,1,4201,0.717772656
5381,4259,7,272141,623308,4629155,1524,224,224,1,0,0,0,1,0,32687,0,0.92016129,0.686354327,-18.00949821,-24.1843766,10.13808244,-3.198086278,17.10725807,-1.623483103,620.9082437,260.9885753,28.56765233,18.47414875,33.9577957,19.43211726,54.03844086,23.00658602,3.080734767,13.93317972,22.93198925,10.47307348,45.57087814,17.28550307,22.63888889,6.812429596,3,1,4116,0
5382,4268,7,272152,623638,4629155,1744,232,232,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-17.99041219,-24.19253072,10.15716846,-3.206240399,17.10716846,-1.623393497,620.9082437,260.9885753,28.5405914,18.47981311,33.93342294,19.43509345,54.0139785,23.00140809,3.056362007,13.94153226,22.91594982,10.46491936,45.54390681,17.27734895,22.62795699,6.812429596,8,1,4120,0
5383,4270,7,272154,623698,4629155,1785,259,259,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-17.99856631,-24.1843766,10.14901434,-3.198086278,17.10716846,-1.623393497,620.9082437,260.9885753,28.53790323,18.47712494,33.93064516,19.43231567,54.0139785,23.00140809,3.050896057,13.93606631,22.91317204,10.46214158,45.54112903,17.27457117,22.62795699,6.812429596,8,1,4120,0
5384,4272,7,272170,624178,4629155,2123,240,240,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-18.03378136,-24.16507296,10.11379928,-3.178782642,17.10456989,-1.623483103,620.9082437,260.9885753,28.5405914,18.47981311,33.92786738,19.43806964,54.01666667,23.00409626,3.042741936,13.94450845,22.91577061,10.46223118,45.53835125,17.28032514,22.62258065,6.818093958,8,1,4120,0
5385,4281,7,272215,625528,4629155,2453,339,339,1,0,0,0,1,1.24,32566,320.19,0.912007169,0.683576549,-17.69408602,-24.1311892,10.20349462,-3.228232207,17.11003584,-1.61812596,613.7168459,262.8833269,28.45896057,18.47198541,33.84354839,19.42995392,53.92688172,22.99349078,2.974820789,13.94741424,22.86944444,10.43769841,45.45663082,17.24208269,22.58718638,6.804384281,8,1,4134,0.115914135
5386,4292,7,272620,619348,4629185,64,1406,64,1,0,0,0,1,16.01,32596,115.82,0.939157706,0.672625448,-18.07240143,-24.08989375,10.65851255,-3.520270097,17.16980287,-1.626388889,649.30681,238.7385945,28.48315412,18.42764337,33.84327957,19.39147465,53.81523298,22.94976319,3.132168459,13.90274578,22.78243728,10.39972478,45.4483871,17.21204557,22.66594982,6.812320789,3,1,4156,0.717772656
5387,4295,7,272623,619438,4629185,26,1325,26,0,0,0,0,1,3.3,32625,117.18,0.914784946,0.675422427,-17.50681004,-24.06608423,10.47410394,-3.41312724,17.15896057,-1.626190476,622.138172,253.2179212,28.5484767,18.44095622,33.91944444,19.39921275,53.92401434,22.96843318,3.167473118,13.90532514,22.83682796,10.42934588,45.51917563,17.24713262,22.68234767,6.817786738,3,0,4095,0.728393702
5388,4313,7,272763,623638,4629185,1722,260,260,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-17.99041219,-24.19253072,10.15716846,-3.206240399,17.10716846,-1.623393497,620.9082437,260.9885753,28.5405914,18.47981311,33.93342294,19.43509345,54.0139785,23.00140809,3.056362007,13.94153226,22.91594982,10.46491936,45.54390681,17.27734895,22.62795699,6.812429596,8,1,4120,0
5389,4314,7,272764,623668,4629185,1742,271,271,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-17.99041219,-24.19253072,10.15716846,-3.206240399,17.10716846,-1.623393497,620.9082437,260.9885753,28.5405914,18.47981311,33.93342294,19.43509345,54.0139785,23.00140809,3.056362007,13.94153226,22.91594982,10.46491936,45.54390681,17.27734895,22.62795699,6.812429596,8,1,4120,0
5390,4316,7,272766,623728,4629185,1784,301,301,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-17.99856631,-24.1843766,10.14901434,-3.198086278,17.10716846,-1.623393497,620.9082437,260.9885753,28.53790323,18.47712494,33.93064516,19.43231567,54.0139785,23.00140809,3.050896057,13.93606631,22.91317204,10.46214158,45.54112903,17.27457117,22.62795699,6.812429596,8,1,4120,0
5391,4335,7,273327,622228,4629215,995,486,486,1,0,0,0,1,0.15,32625,270,0.92016129,0.686354327,-17.88476703,-24.25599718,10.26281362,-3.269706861,17.12096774,-1.620705325,620.8646953,260.9504032,28.5296595,18.46052867,33.91146953,19.42407194,53.96765233,22.98483103,3.083422939,13.93049155,22.88306452,10.44852151,45.52195341,17.2609511,22.63888889,6.812429596,3,1,4120,0.50000004
5392,4344,7,273370,623518,4629215,1619,280,280,1,0,0,0,1,0.25,32656,288.43,0.92016129,0.686354327,-17.97688172,-24.20079365,10.17069893,-3.214503328,17.10716846,-1.623393497,620.3077061,261.1410074,28.5405914,18.47981311,33.93342294,19.43509345,54.0139785,23.00140809,3.056362007,13.94153226,22.91594982,10.46491936,45.54390681,17.27734895,22.62795699,6.812429596,8,1,4119,0.341927129
5393,4357,7,273839,619258,4629245,157,1441,157,1,0,0,0,1,25.96,31487,116.41,0.904032258,0.656137993,-14.8547491,-24.846883,12.79283154,-4.777259345,17.37114695,-1.621863799,664.1011649,221.9418459,27.44614695,18.26977727,32.69489247,19.2172491,52.24507169,22.71929724,2.620430108,13.82285586,21.96057348,10.01913082,44.36505376,16.72554404,22.40448029,6.70641321,5,1,4378,0.722395736
5394,4361,7,273843,619378,4629245,37,1351,37,1,0,0,0,1,8.38,32625,118.73,0.933691756,0.672535842,-18.06854839,-24.00194572,10.49569893,-3.432322069,17.1562724,-1.626478495,638.2538531,246.3935548,28.53494624,18.44133385,33.89775986,19.39932156,53.8968638,22.96863159,3.15672043,13.90830133,22.82849462,10.41861239,45.50277778,17.23371096,22.67428315,6.815098566,3,1,4130,0.740341337
5395,4365,7,273847,619498,4629245,82,1246,82,1,0,0,0,1,1.35,32699,93.36,0.912096774,0.683666155,-17.52643369,-24.25541475,10.37114695,-3.352457757,17.14811828,-1.631656426,615.7070789,258.1989055,28.58109319,18.44937916,33.95492832,19.41838838,53.97571685,22.98203405,3.173028674,13.9108807,22.87222222,10.4484319,45.55734767,17.26899642,22.68512545,6.820564516,3,1,4087,0.529304714
5396,4379,7,274188,629728,4629245,167,1255,167,1,0,1,0,1,0,32687,0,0.92016129,0.686354327,-18.51854839,-23.86744112,9.626344086,-2.878462622,17.05842294,-1.609664619,620.8840502,261.0127688,28.54892473,18.51262801,33.96353047,19.4733743,54.15008961,23.03658474,2.937007169,13.98311572,23.0109319,10.50011521,45.58736559,17.32109575,22.57643369,6.820980543,8,1,4120,0
5397,4380,7,274449,619228,4629275,189,1415,189,1,0,0,0,1,25.96,31487,116.41,0.904032258,0.656137993,-14.8547491,-24.846883,12.79283154,-4.777259345,17.37114695,-1.621863799,664.1011649,221.9418459,27.44614695,18.26977727,32.69489247,19.2172491,52.24507169,22.71929724,2.620430108,13.82285586,21.96057348,10.01913082,44.36505376,16.72554404,22.40448029,6.70641321,7,1,4434,0.722395736
5398,4388,7,274457,619468,4629275,51,1257,51,1,0,0,0,1,1.35,32699,93.36,0.912096774,0.683666155,-17.52643369,-24.25541475,10.37114695,-3.352457757,17.14811828,-1.631656426,615.7070789,258.1989055,28.58109319,18.44937916,33.95492832,19.41838838,53.97571685,22.98203405,3.173028674,13.9108807,22.87222222,10.4484319,45.55734767,17.26899642,22.68512545,6.820564516,3,1,4092,0.529304714
5399,4399,7,274598,623698,4629275,1699,366,366,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-18.00394265,-24.17871224,10.14363799,-3.192421915,17.10716846,-1.623393497,620.9082437,260.9885753,28.53790323,18.47712494,33.93064516,19.43231567,54.0139785,23.00140809,3.050896057,13.93606631,22.91317204,10.46214158,45.54112903,17.27457117,22.62795699,6.812429596,8,1,4120,0
5400,4403,7,274610,624058,4629275,1956,404,404,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-18.03655914,-24.16229519,10.11102151,-3.176004864,17.11263441,-1.628859447,620.9082437,260.9885753,28.5405914,18.47981311,33.92517921,19.44075781,54.00860215,23.00947261,3.04811828,13.94182028,22.90770609,10.46760753,45.53566308,17.28301331,22.62795699,6.815405786,8,1,4120,0
5401,4412,7,275065,619378,4629305,41,1324,41,1,0,0,0,1,4.08,32656,103.49,0.914784946,0.675422427,-17.57195341,-24.03305172,10.40896057,-3.380094726,17.1562724,-1.623502304,618.418638,253.3557476,28.56218638,18.44928956,33.93584229,19.41023426,53.94310036,22.98214286,3.173028674,13.9108807,22.85044803,10.43758961,45.53557348,17.25815412,22.68512545,6.820564516,3,1,4139,0.61663781
5402,4420,7,275074,619648,4629305,229,1085,229,1,0,0,0,1,1.56,32851,66.03,0.912007169,0.683576549,-17.70546595,-24.1452957,10.1921147,-3.24233871,17.1344086,-1.631746032,613.1605735,260.9496864,28.64919355,18.46009345,34.03924731,19.4265041,54.09005376,23.00088326,3.202956989,13.91346006,22.93485663,10.47862903,45.6389785,17.30177291,22.70412186,6.823143881,3,1,4073,0.296870863
5403,4429,7,275233,624418,4629305,2102,365,365,1,0,0,0,1,0.15,32656,180,0.92016129,0.686354327,-18.05277778,-24.1483679,10.09480287,-3.162077573,17.09910394,-1.618017153,622.0682796,260.6528482,28.5405914,18.47981311,33.93064516,19.4406682,54.03019713,23.00131848,3.037365591,13.94988479,22.92392473,10.46482975,45.5438172,17.28561188,22.61989247,6.82078213,8,1,4120,1
5404,4450,7,275831,624028,4629335,1890,471,471,1,0,0,0,1,0,32656,0,0.92016129,0.686354327,-18.03655914,-24.16229519,10.11102151,-3.176004864,17.11263441,-1.628859447,620.9082437,260.9885753,28.5405914,18.47981311,33.92517921,19.44075781,54.00860215,23.00947261,3.04811828,13.94182028,22.90770609,10.46760753,45.53566308,17.28301331,22.62795699,6.815405786,8,1,4120,0
5405,4457,7,276021,629728,4629335,123,1242,123,1,0,0,0,1,0,32687,0,0.92016129,0.686354327,-18.51854839,-23.86744112,9.626344086,-2.878462622,17.05842294,-1.609664619,620.8840502,261.0127688,28.54892473,18.51262801,33.96353047,19.4733743,54.15008961,23.03658474,2.937007169,13.98311572,23.0109319,10.50011521,45.58736559,17.32109575,22.57643369,6.820980543,8,1,4120,0
5406,4460,7,276284,619288,4629365,134,1318,134,1,0,0,0,1,15.24,32596,113.42,0.933870968,0.672715054,-17.95188172,-24.06521377,10.61236559,-3.495590118,17.16980287,-1.626388889,645.4688172,239.1739503,28.48315412,18.42764337,33.84327957,19.39147465,53.81792115,22.95245136,3.129480287,13.9000576,22.78512545,10.40241295,45.4483871,17.21204557,22.66326165,6.809632617,5,1,4354,0.698734096
5407,4466,7,276291,619498,4629365,76,1190,76,1,0,0,0,1,2.02,32699,101.3,0.909229391,0.675422427,-17.43234767,-24.00810292,10.38189964,-3.355145929,17.14811828,-1.631656426,615.6839606,255.3836086,28.58109319,18.44937916,33.95492832,19.41838838,53.97571685,22.98203405,3.173028674,13.9108807,22.87222222,10.4484319,45.55734767,17.26899642,22.68512545,6.820564516,3,1,4085,0.597973057
5408,4480,7,276620,629368,4629365,480,881,480,1,0,0,0,1,1.46,32717,310.6,0.912007169,0.683576549,-18.35277778,-23.73159242,9.542114695,-2.825947261,17.04480287,-1.615220174,613.6543011,262.86186,28.59247312,18.52105095,34.01523298,19.48995136,54.20725807,23.05027522,2.964247312,13.9859831,23.05448029,10.53022273,45.64184588,17.35120328,22.58736559,6.820980543,8,1,4108,0.174612927
5409,4481,7,276621,629398,4629365,450,911,450,1,0,0,0,1,1.46,32717,310.6,0.912007169,0.683576549,-18.35277778,-23.73159242,9.542114695,-2.825947261,17.04480287,-1.615220174,613.6543011,262.86186,28.59247312,18.52105095,34.01523298,19.48995136,54.20725807,23.05027522,2.964247312,13.9859831,23.05448029,10.53022273,45.64184588,17.35120328,22.58736559,6.820980543,8,1,4114,0.174612927
5410,4494,7,276964,621358,4629395,956,310,310,1,0,0,0,1,1.12,32703,8.13,0.912007169,0.683576549,-17.78951613,-24.08740399,10.10806452,-3.184447005,17.12625448,-1.623303891,612.5538531,263.1798195,28.61388889,18.46855479,33.9984767,19.4265233,54.06836918,23.00099206,3.148655914,13.93027394,22.9266129,10.46740911,45.60080645,17.28797363,22.67419355,6.820564516,3,1,4088,0.005025127
5411,4502,7,277142,626698,4629395,2696,521,521,1,0,0,0,1,0.85,32535,338.19,0.912007169,0.683576549,-17.66675627,-24.13407578,10.23082437,-3.231118792,17.11550179,-1.612371992,614.9693548,262.580466,28.38288531,18.47211342,33.76747312,19.43008193,53.83718638,22.98537506,2.917831541,13.95587558,22.83145161,10.42121096,45.39148746,17.22579365,22.56003584,6.804582693,8,1,4151,0.03578952
5412,4515,7,277508,619348,4629425,82,1252,82,1,0,0,0,1,21.68,32474,111.72,0.928315412,0.661783154,-17.47867384,-23.9078661,10.91890681,-3.671575781,17.19175627,-1.626587302,647.825,231.5488159,28.33351255,18.41456733,33.68010753,19.37264465,53.59480287,22.92568484,3.06155914,13.90056324,22.66801075,10.35332821,45.29050179,17.14935996,22.62249104,6.796031746,5,1,4229,0.685035516
5413,4526,7,277648,623548,4629425,1487,487,487,0,0,0,0,1,0.11,32656,225,0.92016129,0.686354327,-18.02571685,-24.17044931,10.1218638,-3.184158986,17.10985663,-1.626081669,621.4869176,260.8166795,28.53790323,18.47712494,33.92795699,19.43500384,54.0031362,23.00400666,3.053673835,13.93884409,22.91048387,10.46482975,45.53844086,17.27725935,22.62795699,6.812429596,8,0,4120,0.853553414
5414,4554,7,278727,619258,4629485,181,1203,181,1,0,0,0,1,23.95,31367,113.19,0.898566308,0.661603943,-14.43037634,-25.16216718,13.05053763,-4.925876856,17.40385305,-1.632526882,655.587276,228.0908218,27.31012545,18.24566052,32.53709677,19.20110727,52.04641577,22.6953085,2.552508961,13.81185356,21.84336918,9.969956477,44.21792115,16.66017025,22.37455197,6.690213774,7,1,4431,0.696890727
5415,4592,7,279999,620758,4629545,994,35,35,1,0,0,0,1,1.13,32790,219.28,0.922939068,0.683576549,-18.13100358,-24.08182924,10.09991039,-3.178872248,17.12903226,-1.626081669,627.0689964,259.0892025,28.62750896,18.4655786,34.00681004,19.42930108,54.07105735,23.00368024,3.167741936,13.92201101,22.93216846,10.47296467,45.61191756,17.29352919,22.6797491,6.820564516,3,1,4084,0.887030648
5416,4600,7,280296,629668,4629545,257,1179,257,0,0,0,0,1,0,32657,0,0.92016129,0.686354327,-18.52679211,-23.86177675,9.618100358,-2.872798259,17.05842294,-1.609664619,620.9082437,260.9885753,28.54623656,18.51829237,33.95537634,19.48450461,54.13924731,23.05040323,2.937007169,13.98311572,23.00555556,10.50549155,45.58198925,17.32647209,22.57643369,6.820980543,8,0,4120,0
5417,4609,7,280568,619498,4629575,30,1099,30,0,0,1,0,1,5.27,32851,111.16,0.914784946,0.675422427,-17.83494624,-23.87599206,10.14596774,-3.223035074,17.1453405,-1.631746032,625.2180108,251.3502368,28.67643369,18.46267281,34.06111111,19.42908346,54.11729391,23.00346262,3.230197133,13.91901562,22.9375448,10.48927291,45.65537634,17.31519457,22.71783154,6.825921659,3,1,4080,0.680486783
5418,4617,7,280702,623518,4629575,1363,633,633,1,0,0,0,1,0.46,32656,329.03,0.914784946,0.686354327,-17.86182796,-24.17322709,10.11908602,-3.186936764,17.11263441,-1.628859447,617.9469534,261.7898426,28.53512545,18.47434716,33.92240143,19.43500384,53.99758065,23.00400666,3.053673835,13.93884409,22.90492832,10.46482975,45.53288531,17.27725935,22.62795699,6.812429596,8,1,4119,0.071281597
5419,4654,7,281925,623548,4629635,1349,697,697,0,0,1,0,1,0.46,32656,329.03,0.914784946,0.686354327,-17.86182796,-24.17322709,10.11908602,-3.186936764,17.11263441,-1.628859447,617.9469534,261.7898426,28.53512545,18.47434716,33.92240143,19.43500384,53.99758065,23.00400666,3.053673835,13.93884409,22.90492832,10.46482975,45.53288531,17.27725935,22.62795699,6.812429596,8,1,4118,0.071281597
5420,4657,7,282395,619318,4629665,166,1016,166,1,0,0,0,1,26.81,31863,120.36,0.92311828,0.661495136,-16.31397849,-24.49358679,11.91693548,-4.257296467,17.29767025,-1.626734511,674.4889785,217.090713,27.84094982,18.33399258,33.13575269,19.29228751,52.85188172,22.81576421,2.824641577,13.85490911,22.26532258,10.1656298,44.77607527,16.91286482,22.51075269,6.747235023,7,1,4363,0.752715731
5421,4667,7,282442,620728,4629665,895,48,48,1,0,0,0,1,0.95,32851,0,0.912007169,0.683576549,-17.83557348,-24.06263441,10.06200717,-3.159677419,17.12634409,-1.628769841,613.6000896,262.817966,28.63844086,18.47113415,34.0203405,19.43447901,54.09560932,23.00894777,3.170430108,13.92469918,22.94569893,10.48111879,45.6281362,17.30437148,22.68243728,6.823252688,3,1,4080,0
5422,4674,7,282536,623548,4629665,1330,727,727,0,0,1,0,1,0.78,32656,315,0.912007169,0.683576549,-17.81102151,-24.06234639,10.08655914,-3.159389401,17.10716846,-1.623393497,616.7270609,262.0952829,28.54327957,18.47712494,33.93611111,19.43778162,54.01129032,23.00678443,3.059050179,13.93884409,22.91863799,10.46760753,45.54659498,17.28003712,22.62795699,6.812429596,8,1,4117,0.146446643
5423,4676,7,282742,629728,4629665,326,1252,326,0,0,1,0,1,0,32657,0,0.92016129,0.686354327,-18.53216846,-23.85640041,9.612724014,-2.867421915,17.05842294,-1.609664619,620.9082437,260.9885753,28.54623656,18.51829237,33.95806452,19.48181644,54.14193548,23.04771505,2.937007169,13.98311572,23.00824373,10.50280338,45.58467742,17.32378392,22.57643369,6.820980543,8,1,4120,0
5424,4692,7,283024,619858,4629695,350,738,350,1,0,0,0,1,0.11,32882,45,0.917473118,0.683666155,-18.05116487,-24.03786482,10.01308244,-3.134907834,17.12894265,-1.637211982,618.0860215,260.1969022,28.69551971,18.47369432,34.08010753,19.43972734,54.15806452,23.01150794,3.222043011,13.92716974,22.96738351,10.49742704,45.6797491,17.32881464,22.71236559,6.831387609,3,1,4076,0.146446605
5425,4701,7,283053,620728,4629695,868,56,56,1,0,0,0,1,0.95,32851,0,0.912007169,0.683576549,-17.83557348,-24.06263441,10.06200717,-3.159677419,17.12634409,-1.628769841,613.6000896,262.817966,28.63844086,18.47113415,34.0203405,19.43447901,54.09560932,23.00894777,3.170430108,13.92469918,22.94569893,10.48111879,45.6281362,17.30437148,22.68243728,6.823252688,3,1,4081,0
5426,4702,7,283054,620758,4629695,856,84,84,1,0,0,0,1,0.95,32851,0,0.912007169,0.683576549,-17.83557348,-24.06263441,10.06200717,-3.159677419,17.12634409,-1.628769841,613.6000896,262.817966,28.63844086,18.47113415,34.0203405,19.43447901,54.09560932,23.00894777,3.170430108,13.92469918,22.94569893,10.48111879,45.6281362,17.30437148,22.68243728,6.823252688,3,1,4082,0
5427,4709,7,283147,623548,4629695,1312,756,756,1,0,0,0,1,0.78,32656,315,0.912007169,0.683576549,-17.81102151,-24.06234639,10.08655914,-3.159389401,17.10716846,-1.623393497,616.7270609,262.0952829,28.54327957,18.47712494,33.93611111,19.43778162,54.01129032,23.00678443,3.059050179,13.93884409,22.91863799,10.46760753,45.54659498,17.28003712,22.62795699,6.812429596,8,1,4116,0.146446643
5428,4751,7,284243,619768,4629755,249,814,249,1,0,0,0,1,0.35,32882,26.56,0.914784946,0.686354327,-17.98136201,-24.11293523,9.999551971,-3.126644905,17.13172043,-1.634434204,615.8739247,260.5220302,28.68736559,18.47360471,34.07732975,19.43694957,54.14991039,23.01141833,3.222043011,13.92716974,22.96460574,10.49464926,45.67697133,17.32603687,22.71236559,6.831387609,3,1,4071,0.052766691
5429,4754,7,284246,619858,4629755,338,726,338,1,0,0,0,1,0.25,32882,341.56,0.914784946,0.686354327,-18.01657706,-24.08807604,9.964336918,-3.101785714,17.13172043,-1.634434204,617.0112007,260.647235,28.70645161,18.47369432,34.09103943,19.43972734,54.16621864,23.01428571,3.230286738,13.92985791,22.96460574,10.49464926,45.68521505,17.32872504,22.72060932,6.834075781,3,1,4072,0.025672308
5430,4770,7,284367,623488,4629755,1228,807,807,1,0,0,0,1,0.96,32687,294.44,0.914784946,0.686354327,-17.94050179,-24.12637609,10.04041219,-3.140085765,17.10448029,-1.620705325,617.8707885,261.7601319,28.55681004,18.48230287,33.94695341,19.44324757,54.03297491,23.01205197,3.067204301,13.94699821,22.92939068,10.47298387,45.56281362,17.29087942,22.63342294,6.817895545,8,1,4114,0.293129987
5431,4782,7,284571,629608,4629755,460,1153,460,0,0,1,0,1,2.46,32717,290.77,0.912007169,0.683576549,-18.39077061,-23.70413466,9.504121864,-2.798489503,17.04480287,-1.615220174,613.8925627,262.5463006,28.59247312,18.52642729,34.00985663,19.4953277,54.20456989,23.05833973,2.964247312,13.9859831,23.05179212,10.53291091,45.63915771,17.35389145,22.58736559,6.820980543,8,1,4112,0.32269132
5432,4788,7,284851,619678,4629785,156,893,156,1,0,0,0,1,0.31,32882,0,0.912096774,0.683666155,-17.91702509,-24.02124936,9.980555556,-3.118292371,17.1344086,-1.637122376,614.2862903,259.7980543,28.70913979,18.46802995,34.0937276,19.43703917,54.16353047,23.01697389,3.235663082,13.92150538,22.96460574,10.49464926,45.68790323,17.32603687,22.72329749,6.831387609,3,1,4057,0
5433,4789,7,284852,619708,4629785,186,865,186,1,0,0,0,1,0.31,32882,0,0.912096774,0.683666155,-17.91702509,-24.02124936,9.980555556,-3.118292371,17.1344086,-1.637122376,614.2862903,259.7980543,28.70913979,18.46802995,34.0937276,19.43703917,54.16353047,23.01697389,3.235663082,13.92150538,22.96460574,10.49464926,45.68790323,17.32603687,22.72329749,6.831387609,3,1,4060,0
5434,4811,7,285455,619468,4629815,54,858,54,1,0,0,0,1,6.2,32882,114.92,0.92562724,0.677912186,-18.27141577,-23.89345878,10.04283154,-3.157168459,17.1344086,-1.637122376,630.3962366,250.0647529,28.70913979,18.46802995,34.09641577,19.43166283,54.16084229,23.01428571,3.241039427,13.9188172,22.96191756,10.49196109,45.68521505,17.32334869,22.72329749,6.831387609,7,1,4148,0.710676187
5435,4816,7,285475,620068,4629815,546,509,509,1,0,0,0,1,0.56,32882,261.86,0.92016129,0.686354327,-18.17249104,-24.0937404,9.975089606,-3.107450077,17.12894265,-1.637211982,619.7793011,259.9320533,28.68736559,18.47360471,34.07741936,19.43703917,54.15546595,23.01697389,3.216577061,13.92170379,22.96478495,10.49482847,45.67437276,17.3234383,22.70958781,6.828609831,3,1,4080,0.570796221
